label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Light Torch,14|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Light Torch,14,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Light Torch,1.91,0.98,"Compact, quick, lean response",1.744,"Fast, disciplined touch response",1.101,Shorter note with firm response,1.2375,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.26,5.52,5.23,4.8,4.54,5.05,5.19,0.26,0.52,0.23,-0.2,-0.46,0.05,0.19,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Medium Torch,14|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Medium Torch,14,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Medium Torch,2.42,0.95,"Compact, quick, lean response",1.588,"Fast, disciplined touch response",1.388,Shorter note with firm response,1.881,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.44,5.34,5.12,4.54,4.62,4.81,5.49,0.44,0.34,0.12,-0.46,-0.38,-0.19,0.49,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Blackened,14|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Blackened,14,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Blackened,3.03,1.51,"Compact, quick, lean response",1.565,"Expressive, blooming response",,Shorter note with firm response,2.6955,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.62,5.16,5.01,4.28,4.7,4.57,5.79,0.62,0.16,0.01,-0.72,-0.3,-0.43,0.79,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment."
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Light Torch,14|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Light Torch,14,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Light Torch,1.91,0.98,"Compact, quick, lean response",1.744,"Fast, disciplined touch response",1.101,Shorter note with firm response,1.2375,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.26,5.52,5.23,4.8,4.54,5.05,5.19,0.26,0.52,0.23,-0.2,-0.46,0.05,0.19,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Medium Torch,14|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Medium Torch,14,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Medium Torch,2.42,0.95,"Compact, quick, lean response",1.588,"Fast, disciplined touch response",1.388,Shorter note with firm response,1.881,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.44,5.34,5.12,4.54,4.62,4.81,5.49,0.44,0.34,0.12,-0.46,-0.38,-0.19,0.49,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Blackened,14|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Blackened,14,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Blackened,3.03,1.51,"Compact, quick, lean response",1.565,"Expressive, blooming response",,Shorter note with firm response,2.6955,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.62,5.16,5.01,4.28,4.7,4.57,5.79,0.62,0.16,0.01,-0.72,-0.3,-0.43,0.79,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Light Torch,14|5.0|10|20 - 12mm|Triple Flange|Chrome|Light Torch,14,5.0,10,20 - 12mm,Triple Flange,Chrome,Light Torch,4.11,1.42,"Compact, quick, lean response",2.447,"Expressive, blooming response",,Shorter note with firm response,2.548,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.78,5.56,5.78,4.39,4.36,4.67,5.41,0.78,0.56,0.78,-0.61,-0.64,-0.33,0.41,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Medium Torch,14|5.0|10|20 - 12mm|Triple Flange|Chrome|Medium Torch,14,5.0,10,20 - 12mm,Triple Flange,Chrome,Medium Torch,4.72,1.83,Focused throw with clean shape,2.314,"Expressive, blooming response",,Shorter note with firm response,3.1915,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.96,5.38,5.67,4.13,4.44,4.43,5.71,0.96,0.38,0.67,-0.87,-0.56,-0.57,0.71,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Blackened,14|5.0|10|20 - 12mm|Triple Flange|Chrome|Blackened,14,5.0,10,20 - 12mm,Triple Flange,Chrome,Blackened,5.33,2.27,Focused throw with clean shape,2.46,"Expressive, blooming response",,Shorter note with firm response,4.006,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.14,5.2,5.56,3.87,4.52,4.19,6.01,1.14,0.2,0.56,-1.13,-0.48,-0.81,1.01,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Light Torch,14|5.0|10|20 - 12mm|Triple Flange|Black Nickel|Light Torch,14,5.0,10,20 - 12mm,Triple Flange,Black Nickel,Light Torch,4.11,1.42,"Compact, quick, lean response",2.447,"Expressive, blooming response",,Shorter note with firm response,2.548,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.78,5.56,5.78,4.39,4.36,4.67,5.41,0.78,0.56,0.78,-0.61,-0.64,-0.33,0.41,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Medium Torch,14|5.0|10|20 - 12mm|Triple Flange|Black Nickel|Medium Torch,14,5.0,10,20 - 12mm,Triple Flange,Black Nickel,Medium Torch,4.72,1.83,Focused throw with clean shape,2.314,"Expressive, blooming response",,Shorter note with firm response,3.1915,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.96,5.38,5.67,4.13,4.44,4.43,5.71,0.96,0.38,0.67,-0.87,-0.56,-0.57,0.71,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Blackened,14|5.0|10|20 - 12mm|Triple Flange|Black Nickel|Blackened,14,5.0,10,20 - 12mm,Triple Flange,Black Nickel,Blackened,5.33,2.27,Focused throw with clean shape,2.46,"Expressive, blooming response",,Shorter note with firm response,4.006,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.14,5.2,5.56,3.87,4.52,4.19,6.01,1.14,0.2,0.56,-1.13,-0.48,-0.81,1.01,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Brass/Gold • Light Torch,14|5.0|10|20 - 12mm|Triple Flange|Brass/Gold|Light Torch,14,5.0,10,20 - 12mm,Triple Flange,Brass/Gold,Light Torch,4.11,1.42,"Compact, quick, lean response",2.447,"Expressive, blooming response",,Shorter note with firm response,2.548,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.78,5.56,5.78,4.39,4.36,4.67,5.41,0.78,0.56,0.78,-0.61,-0.64,-0.33,0.41,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Brass/Gold • Medium Torch,14|5.0|10|20 - 12mm|Triple Flange|Brass/Gold|Medium Torch,14,5.0,10,20 - 12mm,Triple Flange,Brass/Gold,Medium Torch,4.72,1.83,Focused throw with clean shape,2.314,"Expressive, blooming response",,Shorter note with firm response,3.1915,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,5.96,5.38,5.67,4.13,4.44,4.43,5.71,0.96,0.38,0.67,-0.87,-0.56,-0.57,0.71,"A compact Heritage read with more bite, quicker sustain, leaner body, and a dry, immediate front edge than the reference build.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness."
14x5.0 • 10 lugs • 20 - 12mm • Triple Flange • Brass/Gold • Blackened,14|5.0|10|20 - 12mm|Triple Flange|Brass/Gold|Blackened,14,5.0,10,20 - 12mm,Triple Flange,Brass/Gold,Blackened,5.33,2.27,Focused throw with clean shape,2.46,"Expressive, blooming response",,Shorter note with firm response,4.006,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.14,5.2,5.56,3.87,4.52,4.19,6.01,1.14,0.2,0.56,-1.13,-0.48,-0.81,1.01,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Chrome • Light Torch,14|5.0|10|20 - 12mm|Die-Cast|Chrome|Light Torch,14,5.0,10,20 - 12mm,Die-Cast,Chrome,Light Torch,6.07,2.02,Focused throw with clean shape,3.221,"Fast, disciplined touch response",0.344,Shorter note with firm response,4.2005,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.11,5.8,5.99,4.09,4.16,4.45,5.87,1.11,0.8,0.99,-0.91,-0.84,-0.55,0.87,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Chrome • Medium Torch,14|5.0|10|20 - 12mm|Die-Cast|Chrome|Medium Torch,14,5.0,10,20 - 12mm,Die-Cast,Chrome,Medium Torch,6.68,2.46,Focused throw with clean shape,3.291,"Fast, disciplined touch response",0.117,Shorter note with firm response,4.844,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.29,5.62,5.88,3.83,4.24,4.21,6.17,1.29,0.62,0.88,-1.17,-0.76,-0.79,1.17,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Die-Cast hoops add focus and containment."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Chrome • Blackened,14|5.0|10|20 - 12mm|Die-Cast|Chrome|Blackened,14,5.0,10,20 - 12mm,Die-Cast,Chrome,Blackened,7.29,2.9,Focused throw with clean shape,3.437,"Expressive, blooming response",,Shorter note with firm response,5.6585,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.47,5.44,5.77,3.57,4.32,3.97,6.47,1.47,0.44,0.77,-1.43,-0.68,-1.03,1.47,"A beefy, high-projection Heritage read with a pronounced crack, firmer die-cast focus, and a drier TorchTuned shell response from the Blackened finish.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; the 10-lug 12mm shell adds beef and crack while Die-Cast hoops push projection."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Black Nickel • Light Torch,14|5.0|10|20 - 12mm|Die-Cast|Black Nickel|Light Torch,14,5.0,10,20 - 12mm,Die-Cast,Black Nickel,Light Torch,6.07,2.02,Focused throw with clean shape,3.221,"Fast, disciplined touch response",0.344,Shorter note with firm response,4.2005,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.11,5.8,5.99,4.09,4.16,4.45,5.87,1.11,0.8,0.99,-0.91,-0.84,-0.55,0.87,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Black Nickel • Medium Torch,14|5.0|10|20 - 12mm|Die-Cast|Black Nickel|Medium Torch,14,5.0,10,20 - 12mm,Die-Cast,Black Nickel,Medium Torch,6.68,2.46,Focused throw with clean shape,3.291,"Fast, disciplined touch response",0.117,Shorter note with firm response,4.844,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.29,5.62,5.88,3.83,4.24,4.21,6.17,1.29,0.62,0.88,-1.17,-0.76,-0.79,1.17,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Die-Cast hoops add focus and containment."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Black Nickel • Blackened,14|5.0|10|20 - 12mm|Die-Cast|Black Nickel|Blackened,14,5.0,10,20 - 12mm,Die-Cast,Black Nickel,Blackened,7.29,2.9,Focused throw with clean shape,3.437,"Expressive, blooming response",,Shorter note with firm response,5.6585,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.47,5.44,5.77,3.57,4.32,3.97,6.47,1.47,0.44,0.77,-1.43,-0.68,-1.03,1.47,"A beefy, high-projection Heritage read with a pronounced crack, firmer die-cast focus, and a drier TorchTuned shell response from the Blackened finish.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; the 10-lug 12mm shell adds beef and crack while Die-Cast hoops push projection."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Brass/Gold • Light Torch,14|5.0|10|20 - 12mm|Die-Cast|Brass/Gold|Light Torch,14,5.0,10,20 - 12mm,Die-Cast,Brass/Gold,Light Torch,6.07,2.02,Focused throw with clean shape,3.221,"Fast, disciplined touch response",0.344,Shorter note with firm response,4.2005,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.11,5.8,5.99,4.09,4.16,4.45,5.87,1.11,0.8,0.99,-0.91,-0.84,-0.55,0.87,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Brass/Gold • Medium Torch,14|5.0|10|20 - 12mm|Die-Cast|Brass/Gold|Medium Torch,14,5.0,10,20 - 12mm,Die-Cast,Brass/Gold,Medium Torch,6.68,2.46,Focused throw with clean shape,3.291,"Fast, disciplined touch response",0.117,Shorter note with firm response,4.844,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.29,5.62,5.88,3.83,4.24,4.21,6.17,1.29,0.62,0.88,-1.17,-0.76,-0.79,1.17,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; Die-Cast hoops add focus and containment."
14x5.0 • 10 lugs • 20 - 12mm • Die-Cast • Brass/Gold • Blackened,14|5.0|10|20 - 12mm|Die-Cast|Brass/Gold|Blackened,14,5.0,10,20 - 12mm,Die-Cast,Brass/Gold,Blackened,7.29,2.9,Focused throw with clean shape,3.437,"Expressive, blooming response",,Shorter note with firm response,5.6585,simple:focused-throw-clean-shape > shaped:expressive-blooming-response > complex:shorter-note-firm-response,6.47,5.44,5.77,3.57,4.32,3.97,6.47,1.47,0.44,0.77,-1.43,-0.68,-1.03,1.47,"A beefy, high-projection Heritage read with a pronounced crack, firmer die-cast focus, and a drier TorchTuned shell response from the Blackened finish.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; stronger outward throw; the 10-lug 12mm shell adds beef and crack while Die-Cast hoops push projection."
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Light Torch,2.09,0.98,Lively touch with open detail,1.0995,"Expressive, blooming response",1.266,"Dark, complex Heritage bloom",1.5585,simple:lively-touch-open-detail > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.66,5.11,4.78,5.45,4.92,5.36,4.47,-0.34,0.11,-0.22,0.45,-0.08,0.36,-0.53,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Medium Torch,1.1,0.52,"Compact, quick, lean response",0.665,"Fast, disciplined touch response",0.5426,Balanced Heritage center,2.637,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.84,4.93,4.67,5.19,5,5.12,4.77,-0.16,-0.07,-0.33,0.19,0,0.12,-0.23,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Chrome,Blackened,1.05,0.52,"Compact, quick, lean response",0.6826,"Fast, disciplined touch response",0.5083,Balanced Heritage center,2.732,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.02,4.75,4.56,4.93,5.08,4.88,5.07,0.02,-0.25,-0.44,-0.07,0.08,-0.12,0.07,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Light Torch,2.09,0.98,Lively touch with open detail,1.0995,"Expressive, blooming response",1.266,"Dark, complex Heritage bloom",1.5585,simple:lively-touch-open-detail > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.66,5.11,4.78,5.45,4.92,5.36,4.47,-0.34,0.11,-0.22,0.45,-0.08,0.36,-0.53,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Medium Torch,1.1,0.52,"Compact, quick, lean response",0.665,"Fast, disciplined touch response",0.5426,Balanced Heritage center,2.637,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.84,4.93,4.67,5.19,5,5.12,4.77,-0.16,-0.07,-0.33,0.19,0,0.12,-0.23,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
