company,line,model,size,family,construction,material1,material2,thickness,bearingEdge,hoop,lugs,confidence,missing,id
Mapex,Black Panther Archive / Catalog Era,Maple/Walnut Hybrid 14x8,14x8,wood,Ply,Maple / Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_maple-walnut-hybrid-14x8_14x8_ply_maple-walnut_5-1_wax-lacquer-plated-finish-var_b02c0f59
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 10x5.5,10x5.5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-10x5-5_10x5-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_f8d6787f
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 12x5.5,12x5.5,wood,Ply,Birch,,5.1mm,MISSING,Die-cast hoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-12x5-5_12x5-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_144cf130
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 13x3.5,13x3.5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-13x3-5_13x3-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_b7c3bf1b
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 13x6,13x6,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-13x6_13x6_ply_birch_5-1_wax-lacquer-plated-finish-varies-by-mo_0855714e
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x3.5,14x3.5,wood,Ply,Birch,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x3-5_14x3-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_a7697e14
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x5,14x5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x5_14x5_ply_birch_5-1_wax-lacquer-plated-finish-varies-by-mo_d8bf5a00
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x5.5,14x5.5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x5-5_14x5-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_362d3ef6
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x6,14x6,wood,Ply,Birch,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x6_14x6_ply_birch_5-1_wax-lacquer-plated-finish-varies-by-mo_cab119f9
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x6.5,14x6.5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x6-5_14x6-5_ply_birch_5-1_wax-lacquer-plated-finish-varies-b_22b9d27c
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x7,14x7,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x7_14x7_ply_birch_5-1_wax-lacquer-plated-finish-varies-by-mo_b522c843
Mapex,Black Panther Archive / Catalog Era,Traditional Birch 14x8,14x8,wood,Ply,Birch,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-birch-14x8_14x8_ply_birch_5-1_wax-lacquer-plated-finish-varies-by-mo_9bd3e00c
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 10x5.5,10x5.5,wood,Ply,Maple,,5.1mm,MISSING,Die-cast hoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-10x5-5_10x5-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_930c6624
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 12x5.5,12x5.5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-12x5-5_12x5-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_2c40e1f9
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 13x3.5,13x3.5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-13x3-5_13x3-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_5383317a
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 13x6,13x6,wood,Ply,Maple,,5.1mm,MISSING,Die-cast hoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-13x6_13x6_ply_maple_5-1_wax-lacquer-plated-finish-varies-by-mo_5db1a4e3
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x3.5,14x3.5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x3-5_14x3-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_31e5a92e
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x5,14x5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x5_14x5_ply_maple_5-1_wax-lacquer-plated-finish-varies-by-mo_76a906a9
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x5.5,14x5.5,wood,Ply,Maple,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x5-5_14x5-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_fb6c5486
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x6,14x6,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x6_14x6_ply_maple_5-1_wax-lacquer-plated-finish-varies-by-mo_df9bbe52
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x6.5,14x6.5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x6-5_14x6-5_ply_maple_5-1_wax-lacquer-plated-finish-varies-b_286c4353
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x7,14x7,wood,Ply,Maple,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x7_14x7_ply_maple_5-1_wax-lacquer-plated-finish-varies-by-mo_d6f2947b
Mapex,Black Panther Archive / Catalog Era,Traditional Maple 14x8,14x8,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-maple-14x8_14x8_ply_maple_5-1_wax-lacquer-plated-finish-varies-by-mo_0acc3d56
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 10x5.5,10x5.5,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-10x5-5_10x5-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_0ba7807b
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 12x5.5,12x5.5,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-12x5-5_12x5-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_a3b9d1ed
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 13x3.5,13x3.5,wood,Ply,Walnut,,5.1mm,MISSING,Die-cast hoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-13x3-5_13x3-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_0a4b58a0
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 13x6,13x6,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,8,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-13x6_13x6_ply_walnut_5-1_wax-lacquer-plated-finish-varies-by-_3af34747
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x3.5,14x3.5,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x3-5_14x3-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_4304f419
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x5,14x5,wood,Ply,Walnut,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x5_14x5_ply_walnut_5-1_wax-lacquer-plated-finish-varies-by-_ce744bcc
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x5.5,14x5.5,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x5-5_14x5-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_8cfdfe29
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x6,14x6,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x6_14x6_ply_walnut_5-1_wax-lacquer-plated-finish-varies-by-_a7826012
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x6.5,14x6.5,wood,Ply,Walnut,,5.1mm,MISSING,Die-cast hoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x6-5_14x6-5_ply_walnut_5-1_wax-lacquer-plated-finish-varies_36f2a461
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x7,14x7,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x7_14x7_ply_walnut_5-1_wax-lacquer-plated-finish-varies-by-_6931a70f
Mapex,Black Panther Archive / Catalog Era,Traditional Walnut 14x8,14x8,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,10,medium,bearingEdgeOrFallback,mapex_black-panther-archive-catalog-era_traditional-walnut-14x8_14x8_ply_walnut_5-1_wax-lacquer-plated-finish-varies-by-_cdbbbcaa
Mapex,Black Panther Archive / Unresolved Variant,Unresolved Birch Variant 2,14x6.5,wood,Ply,Birch,,5.1mm,MISSING,2.3mm Powerhoops,,medium,bearingEdgeOrFallback,mapex_black-panther-archive-unresolved-variant_unresolved-birch-variant-2_14x6-5_ply_birch_5-1_2-3mm-powerhoops_bp-unr-0_1521a0ec
Mapex,Black Panther Archive / Unresolved Variant,Unresolved Maple Variant 1,14x5.5,wood,Ply,Maple,,5.1mm,MISSING,2.3mm Powerhoops,,medium,bearingEdgeOrFallback,mapex_black-panther-archive-unresolved-variant_unresolved-maple-variant-1_14x5-5_ply_maple_5-1_2-3mm-powerhoops_bp-unr-0_b68dd200
Mapex,Black Panther Archive / Unresolved Variant,Unresolved Walnut Variant 3,13x6,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,,medium,bearingEdgeOrFallback,mapex_black-panther-archive-unresolved-variant_unresolved-walnut-variant-3_13x6_ply_walnut_5-1_2-3mm-powerhoops_bp-unr-0_234e5159
Mapex,BP Design Lab,Equinox,14x5,wood,Ply,Maple,,6mm,MISSING,Single-flanged hoops,8,medium,bearingEdgeOrFallback,mapex_bp-design-lab_equinox_14x5_ply_maple_6_unknown-classic-style-edge_single-flanged-hoops_bpml4500c-fb_5624c195
Mapex,Mars,Mars Birch Snare 14x5.5,14x5.5,wood,Ply,Birch,,MISSING,SONIClear edge,2.3mm hoops,8,medium,shellThickness,mapex_mars_mars-birch-snare-14x5-5_14x5-5_ply_birch_soniclear-edge_wrap-varies_2-3mm-hoops_mb4550_89a19cd8
Mapex,Mars,Mars Maple Snare 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,SONIClear edge,2.3mm hoops,8,medium,shellThickness,mapex_mars_mars-maple-snare-14x5-5_14x5-5_ply_maple_soniclear-edge_lacquer-wrap-varies_2-3mm-hoops_ma4650_36c155a8
Mapex,MPX,MPX Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flange hoops,8,medium,"shellThickness, bearingEdgeOrFallback",mapex_mpx_mpx-maple-14x5-5_14x5-5_ply_maple_lacquer_triple-flange-hoops_mpml4550_834bddb1
Mapex,Signature / Artist,Chris Adler Original 12x5.5,12x5.5,wood,Ply,Walnut,,5.1mm,MISSING,2.3mm Powerhoops,6,medium,bearingEdgeOrFallback,mapex_signature-artist_chris-adler-original-12x5-5_12x5-5_ply_walnut_5-1_signature-graphic_2-3mm-powerhoops_bpad2550_402d5de6
Mapex,Signature / Artist,Chris Adler Warbird,12x5.5,wood,Ply,Maple / Walnut,,5.1mm,MISSING,2.3mm Powerhoops,6,medium,bearingEdgeOrFallback,mapex_signature-artist_chris-adler-warbird_12x5-5_ply_maple-walnut_5-1_graphic-finish_2-3mm-powerhoops_bpdlmw2550lwh_7b0c9c9a
Mapex,Signature / Artist,Russ Miller Versatus,14x4.625,wood,Ply,Maple / Mahogany,,MISSING,MISSING,Sonic Saver Hoops,10,medium,"shellThickness, bearingEdgeOrFallback",mapex_signature-artist_russ-miller-versatus_14x4-625_ply_maple-mahogany_signature-finish_sonic-saver-hoops_bpml4600_303725ee
Mapex,Signature / Artist,The Raven / Artist Black Panther,14x5.5,wood,Ply,Maple,,MISSING,MISSING,2.3mm Powerhoops,10,medium,"shellThickness, bearingEdgeOrFallback",mapex_signature-artist_the-raven-artist-black-panther_14x5-5_ply_maple_signature-finish_2-3mm-powerhoops_bpraven_e368d14a
Noble & Cooley,Alloy Classic,Alloy Classic Aluminum 14x4.75,14x4.75,metal,Metal,Aluminum,,MISSING,Machined bearing edge / tight tolerance,Triple-flanged hoops,10,medium,shellThickness,noble-and-cooley_alloy-classic_alloy-classic-aluminum-14x4-75_14x4-75_metal_aluminum_machined-bearing-edge-tight-toleran_8bafbacf
Noble & Cooley,Alloy Classic,Alloy Classic Aluminum 14x6,14x6,metal,Metal,Aluminum,,MISSING,Machined bearing edge / tight tolerance,Triple-flanged hoops,10,medium,shellThickness,noble-and-cooley_alloy-classic_alloy-classic-aluminum-14x6_14x6_metal_aluminum_machined-bearing-edge-tight-tolerance_raw_25a462db
Noble & Cooley,Alloy Classic,Alloy Classic Aluminum 14x6.5,14x6.5,metal,Metal,Aluminum,,MISSING,Machined bearing edge / tight tolerance,Triple-flanged hoops,10,medium,shellThickness,noble-and-cooley_alloy-classic_alloy-classic-aluminum-14x6-5_14x6-5_metal_aluminum_machined-bearing-edge-tight-tolerance_e6fc9602
Noble & Cooley,Historical / Archive,Historical Alloy Classic Early Production 14x6,14x6,metal,Metal,Aluminum,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-alloy-classic-early-production-14x6_14x6_metal_aluminum_triple-flanged-ho_f725fb73
Noble & Cooley,Metal / Archive Specialty,Brass Specialty 14x5,14x5,metal,Metal,Brass,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_brass-specialty-14x5_14x5_metal_brass_raw-lacquered-metal-finish_triple-flanged_10069628
Noble & Cooley,Metal / Archive Specialty,Brass Specialty 14x6.5,14x6.5,metal,Metal,Brass,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_brass-specialty-14x6-5_14x6-5_metal_brass_raw-lacquered-metal-finish_triple-fla_d72eb297
Noble & Cooley,Metal / Archive Specialty,Bronze Specialty 14x5,14x5,metal,Metal,Bronze,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_bronze-specialty-14x5_14x5_metal_bronze_raw-lacquered-metal-finish_triple-flang_678cfd56
Noble & Cooley,Metal / Archive Specialty,Bronze Specialty 14x6.5,14x6.5,metal,Metal,Bronze,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_bronze-specialty-14x6-5_14x6-5_metal_bronze_raw-lacquered-metal-finish_triple-f_d006de9a
Noble & Cooley,Metal / Archive Specialty,Copper Specialty 14x5,14x5,metal,Metal,Copper,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_copper-specialty-14x5_14x5_metal_copper_raw-lacquered-metal-finish_triple-flang_6b40c42f
Noble & Cooley,Metal / Archive Specialty,Copper Specialty 14x6.5,14x6.5,metal,Metal,Copper,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_metal-archive-specialty_copper-specialty-14x6-5_14x6-5_metal_copper_raw-lacquered-metal-finish_triple-f_00bf4e25
Noble & Cooley,Artist / Endorser Reference,Craig Pilo Reference Snare,14x6.5,unknown,Other / Needs Research,unknown,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_artist-endorser-reference_craig-pilo-reference-snare_14x6-5_other-needs-research_e9ea30de
Noble & Cooley,Artist / Endorser Reference,Malcolm Travis Reference Snare,14x6.5,unknown,Other / Needs Research,unknown,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_artist-endorser-reference_malcolm-travis-reference-snare_14x6-5_other-needs-research_03455e0b
Noble & Cooley,CD Maple Series,CD Maple 13x3.875,13x3.875,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-13x3-875_13x3-875_ply_maple_standard-custom-finish-options_triple-flanged-hoop_1069e80d
Noble & Cooley,CD Maple Series,CD Maple 13x5,13x5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-13x5_13x5_ply_maple_standard-custom-finish-options_triple-flanged-hoops_7a3a8ce9
Noble & Cooley,CD Maple Series,CD Maple 13x6.5,13x6.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-13x6-5_13x6-5_ply_maple_standard-custom-finish-options_triple-flanged-hoops_e8867aaa
Noble & Cooley,CD Maple Series,CD Maple 13x7,13x7,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-13x7_13x7_ply_maple_standard-custom-finish-options_triple-flanged-hoops_f3032d10
Noble & Cooley,CD Maple Series,CD Maple 14x3.875,14x3.875,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-14x3-875_14x3-875_ply_maple_standard-custom-finish-options_triple-flanged-hoop_420638da
Noble & Cooley,CD Maple Series,CD Maple 14x5,14x5,wood,Ply,Maple,,MISSING,45 degree bearing edge,Triple-flanged hoops,10,medium,shellThickness,noble-and-cooley_cd-maple-series_cd-maple-14x5_14x5_ply_maple_45-degree-bearing-edge_standard-custom-finish-options_trip_a1aebcc5
Noble & Cooley,CD Maple Series,CD Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-14x6-5_14x6-5_ply_maple_standard-custom-finish-options_triple-flanged-hoops_84f18e4e
Noble & Cooley,CD Maple Series,CD Maple 14x7,14x7,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_cd-maple-series_cd-maple-14x7_14x7_ply_maple_standard-custom-finish-options_triple-flanged-hoops_2409b7de
Noble & Cooley,Historical / Archive,Historical CD Maple Early Production 14x5,14x5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-cd-maple-early-production-14x5_14x5_ply_maple_triple-flanged-hoops_d19fdf81
Noble & Cooley,Historical / Archive,Historical Horizon 1980s 14x6.5,14x6.5,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-horizon-1980s-14x6-5_14x6-5_ply_maple_mahogany_triple-flanged-hoops_7651c730
Noble & Cooley,Historical / Archive,Historical SS Classic 1980s Maple 14x5,14x5,wood,Steam Bent,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-ss-classic-1980s-maple-14x5_14x5_steam-bent_maple_triple-flanged-hoops_b0c14a05
Noble & Cooley,Historical / Archive,Historical SS Classic 1980s Maple 14x6.5,14x6.5,wood,Steam Bent,Maple,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-ss-classic-1980s-maple-14x6-5_14x6-5_steam-bent_maple_triple-flanged-hoop_30c73d94
Noble & Cooley,Historical / Archive,Historical Walnut Classic 14x6.5,14x6.5,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_historical-archive_historical-walnut-classic-14x6-5_14x6-5_ply_walnut_triple-flanged-hoops_105720a2
Noble & Cooley,Horizon Series,Horizon Hybrid 13x5,13x5,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-13x5_13x5_ply_maple_mahogany_standard-custom-finish-options_triple-flange_9bc48f59
Noble & Cooley,Horizon Series,Horizon Hybrid 13x6.5,13x6.5,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-13x6-5_13x6-5_ply_maple_mahogany_standard-custom-finish-options_triple-fl_5a85a8ff
Noble & Cooley,Horizon Series,Horizon Hybrid 13x7,13x7,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-13x7_13x7_ply_maple_mahogany_standard-custom-finish-options_triple-flange_29d0747a
Noble & Cooley,Horizon Series,Horizon Hybrid 14x5,14x5,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-14x5_14x5_ply_maple_mahogany_standard-custom-finish-options_triple-flange_7281797b
Noble & Cooley,Horizon Series,Horizon Hybrid 14x6.5,14x6.5,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-14x6-5_14x6-5_ply_maple_mahogany_standard-custom-finish-options_triple-fl_04f36b78
Noble & Cooley,Horizon Series,Horizon Hybrid 14x7,14x7,wood,Ply,Maple,Mahogany,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_horizon-series_horizon-hybrid-14x7_14x7_ply_maple_mahogany_standard-custom-finish-options_triple-flange_7a12039f
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 13x5,13x5,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-13x5_13x5_steam-bent_beech_unknown-family-likely-45-degree_19018f02
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 13x6,13x6,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-13x6_13x6_steam-bent_beech_unknown-family-likely-45-degree_b4126b19
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 13x7,13x7,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-13x7_13x7_steam-bent_beech_unknown-family-likely-45-degree_b44604ea
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 14x4,14x4,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-14x4_14x4_steam-bent_beech_unknown-family-likely-45-degree_937eee62
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 14x5,14x5,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-14x5_14x5_steam-bent_beech_unknown-family-likely-45-degree_a887b2ce
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 14x6,14x6,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-14x6_14x6_steam-bent_beech_unknown-family-likely-45-degree_18ac2f96
Noble & Cooley,Solid Shell Classics Series,SS Classic Beech 14x7,14x7,wood,Steam Bent,Beech,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-beech-14x7_14x7_steam-bent_beech_unknown-family-likely-45-degree_f0be8fe9
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 13x5,13x5,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-13x5_13x5_steam-bent_birch_unknown-family-likely-45-degree_928e3b5c
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 13x6,13x6,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-13x6_13x6_steam-bent_birch_unknown-family-likely-45-degree_d7c418ac
